,epoch,loss,natural_loss,robust_loss,entropy_loss_unlabeled
0,1,2.3413994312286377,2.3413994312286377,inf,0.0
1,1,2.306421995162964,2.306421995162964,inf,0.0
2,1,2.2999160289764404,2.2999160289764404,inf,0.0
3,1,2.3048009872436523,2.3048009872436523,inf,0.0
4,1,2.307779550552368,2.307779550552368,inf,0.0
5,1,2.301722764968872,2.301722764968872,inf,0.0
6,1,2.300814151763916,2.300814151763916,inf,0.0
7,1,2.277709484100342,2.277709484100342,inf,0.0
8,1,2.2973508834838867,2.2973508834838867,inf,0.0
9,1,2.281740665435791,2.281740665435791,inf,0.0
10,1,2.2887656688690186,2.2887656688690186,inf,0.0
11,1,2.275128126144409,2.275128126144409,inf,0.0
12,1,2.2608861923217773,2.2608861923217773,inf,0.0
13,1,2.2600648403167725,2.2600648403167725,inf,0.0
14,1,2.2412631511688232,2.2412631511688232,inf,0.0
15,1,2.2232742309570312,2.2232742309570312,inf,0.0
16,1,2.2025718688964844,2.2025718688964844,inf,0.0
17,1,2.190549612045288,2.190549612045288,inf,0.0
18,1,2.137291669845581,2.137291669845581,inf,0.0
19,1,2.15676212310791,2.15676212310791,inf,0.0
20,1,2.10241436958313,2.10241436958313,inf,0.0
21,1,2.0774247646331787,2.0774247646331787,inf,0.0
22,1,2.0450048446655273,2.0450048446655273,inf,0.0
23,1,2.020878314971924,2.020878314971924,inf,0.0
24,1,2.0688345432281494,2.0688345432281494,inf,0.0
25,1,1.9045205116271973,1.9045205116271973,inf,0.0
26,1,1.8747931718826294,1.8747931718826294,inf,0.0
27,1,1.849970817565918,1.849970817565918,inf,0.0
28,1,1.823935866355896,1.823935866355896,inf,0.0
29,1,1.8288251161575317,1.8288251161575317,inf,0.0
30,1,1.9144576787948608,1.9144576787948608,inf,0.0
31,1,1.741629958152771,1.741629958152771,inf,0.0
32,1,1.6739245653152466,1.6739245653152466,inf,0.0
33,1,1.6255614757537842,1.6255614757537842,inf,0.0
34,1,1.6390137672424316,1.6390137672424316,inf,0.0
35,1,1.43852698802948,1.43852698802948,inf,0.0
36,1,1.4372774362564087,1.4372774362564087,inf,0.0
37,1,1.3911805152893066,1.3911805152893066,inf,0.0
38,1,1.3585127592086792,1.3585127592086792,inf,0.0
39,1,1.2591720819473267,1.2591720819473267,inf,0.0
40,1,1.2191739082336426,1.2191739082336426,inf,0.0
41,1,1.1661362648010254,1.1661362648010254,inf,0.0
42,1,1.118091344833374,1.118091344833374,inf,0.0
43,1,1.0728355646133423,1.0728355646133423,inf,0.0
44,1,1.085473895072937,1.085473895072937,inf,0.0
45,1,1.2683868408203125,1.2683868408203125,inf,0.0
46,1,1.093984842300415,1.093984842300415,inf,0.0
47,1,0.9832943677902222,0.9832943677902222,inf,0.0
48,1,0.9423814415931702,0.9423814415931702,inf,0.0
49,1,0.8815131783485413,0.8815131783485413,inf,0.0
50,1,0.7685092687606812,0.7685092687606812,inf,0.0
51,1,0.7604612112045288,0.7604612112045288,inf,0.0
52,1,0.7463483810424805,0.7463483810424805,inf,0.0
53,1,0.8016932010650635,0.8016932010650635,inf,0.0
54,1,0.8529125452041626,0.8529125452041626,inf,0.0
55,1,0.6855373382568359,0.6855373382568359,inf,0.0
56,1,0.6733006238937378,0.6733006238937378,inf,0.0
57,1,0.6327441334724426,0.6327441334724426,inf,0.0
58,1,0.5845786929130554,0.5845786929130554,inf,0.0
59,1,0.530876874923706,0.530876874923706,inf,0.0
60,1,0.5231270790100098,0.5231270790100098,inf,0.0
61,1,0.5068052411079407,0.5068052411079407,inf,0.0
62,1,0.45614388585090637,0.45614388585090637,inf,0.0
63,1,0.46181046962738037,0.46181046962738037,inf,0.0
64,1,0.42783433198928833,0.42783433198928833,inf,0.0
65,1,0.37241458892822266,0.37241458892822266,inf,0.0
66,1,0.49800243973731995,0.49800243973731995,inf,0.0
67,1,0.4444965422153473,0.4444965422153473,inf,0.0
68,1,0.4423171877861023,0.4423171877861023,inf,0.0
69,1,0.35981860756874084,0.35981860756874084,inf,0.0
70,1,0.39837533235549927,0.39837533235549927,inf,0.0
71,1,0.38153818249702454,0.38153818249702454,inf,0.0
72,1,0.38039711117744446,0.38039711117744446,inf,0.0
73,1,0.281688928604126,0.281688928604126,inf,0.0
74,1,0.31243395805358887,0.31243395805358887,inf,0.0
75,1,0.263155460357666,0.263155460357666,inf,0.0
76,1,0.2943832576274872,0.2943832576274872,inf,0.0
77,1,0.3014211654663086,0.3014211654663086,inf,0.0
78,1,0.3087611496448517,0.3087611496448517,inf,0.0
79,1,0.2823928892612457,0.2823928892612457,inf,0.0
80,1,0.25865858793258667,0.25865858793258667,inf,0.0
81,1,0.2561618983745575,0.2561618983745575,inf,0.0
82,1,0.2812381684780121,0.2812381684780121,inf,0.0
83,1,0.29420965909957886,0.29420965909957886,inf,0.0
84,1,0.23174646496772766,0.23174646496772766,inf,0.0
85,1,0.26051050424575806,0.26051050424575806,inf,0.0
86,1,0.24630029499530792,0.24630029499530792,inf,0.0
87,1,0.3210849463939667,0.3210849463939667,inf,0.0
88,1,0.24613818526268005,0.24613818526268005,inf,0.0
89,1,0.18873150646686554,0.18873150646686554,inf,0.0
90,1,0.2743072509765625,0.2743072509765625,inf,0.0
91,1,0.25918465852737427,0.25918465852737427,inf,0.0
92,1,0.24984318017959595,0.24984318017959595,inf,0.0
93,1,0.21650514006614685,0.21650514006614685,inf,0.0
94,1,0.23009093105793,0.23009093105793,inf,0.0
95,1,0.22114026546478271,0.22114026546478271,inf,0.0
96,1,0.2402563840150833,0.2402563840150833,inf,0.0
97,1,0.24029852449893951,0.24029852449893951,inf,0.0
98,1,0.21525821089744568,0.21525821089744568,inf,0.0
99,1,0.24211172759532928,0.24211172759532928,inf,0.0
100,1,0.1615653932094574,0.1615653932094574,inf,0.0
101,1,0.14472119510173798,0.14472119510173798,inf,0.0
102,1,0.1742824912071228,0.1742824912071228,inf,0.0
103,1,0.19871363043785095,0.19871363043785095,inf,0.0
104,1,0.1686045080423355,0.1686045080423355,inf,0.0
105,1,0.15389300882816315,0.15389300882816315,inf,0.0
106,1,0.19345754384994507,0.19345754384994507,inf,0.0
107,1,0.18231435120105743,0.18231435120105743,inf,0.0
108,1,0.18742261826992035,0.18742261826992035,inf,0.0
109,1,0.16542664170265198,0.16542664170265198,inf,0.0
110,1,0.17265139520168304,0.17265139520168304,inf,0.0
111,1,0.17059706151485443,0.17059706151485443,inf,0.0
112,1,0.17119240760803223,0.17119240760803223,inf,0.0
113,1,0.17782960832118988,0.17782960832118988,inf,0.0
114,1,0.15270735323429108,0.15270735323429108,inf,0.0
115,1,0.12924505770206451,0.12924505770206451,inf,0.0
116,2,0.17993499338626862,0.17993499338626862,inf,0.0
117,2,0.13698898255825043,0.13698898255825043,inf,0.0
118,2,0.2141691893339157,0.2141691893339157,inf,0.0
119,2,0.1596280187368393,0.1596280187368393,inf,0.0
120,2,0.11909671872854233,0.11909671872854233,inf,0.0
121,2,0.13413074612617493,0.13413074612617493,inf,0.0
122,2,0.1391403079032898,0.1391403079032898,inf,0.0
123,2,0.16521896421909332,0.16521896421909332,inf,0.0
124,2,0.20283015072345734,0.20283015072345734,inf,0.0
125,2,0.13910183310508728,0.13910183310508728,inf,0.0
126,2,0.1679772585630417,0.1679772585630417,inf,0.0
127,2,0.148074671626091,0.148074671626091,inf,0.0
128,2,0.16818541288375854,0.16818541288375854,inf,0.0
129,2,0.18259377777576447,0.18259377777576447,inf,0.0
130,2,0.15383556485176086,0.15383556485176086,inf,0.0
131,2,0.11590681225061417,0.11590681225061417,inf,0.0
132,2,0.14695565402507782,0.14695565402507782,inf,0.0
133,2,0.15891358256340027,0.15891358256340027,inf,0.0
134,2,0.13701151311397552,0.13701151311397552,inf,0.0
135,2,0.20104700326919556,0.20104700326919556,inf,0.0
136,2,0.1490386426448822,0.1490386426448822,inf,0.0
137,2,0.1645640879869461,0.1645640879869461,inf,0.0
138,2,0.1579493135213852,0.1579493135213852,inf,0.0
139,2,0.11646488308906555,0.11646488308906555,inf,0.0
140,2,0.15195107460021973,0.15195107460021973,inf,0.0
141,2,0.08554203063249588,0.08554203063249588,inf,0.0
142,2,0.1748862862586975,0.1748862862586975,inf,0.0
143,2,0.1030917540192604,0.1030917540192604,inf,0.0
144,2,0.13559676706790924,0.13559676706790924,inf,0.0
145,2,0.09549808502197266,0.09549808502197266,inf,0.0
146,2,0.11635370552539825,0.11635370552539825,inf,0.0
147,2,0.13043051958084106,0.13043051958084106,inf,0.0
148,2,0.12913919985294342,0.12913919985294342,inf,0.0
149,2,0.0926046147942543,0.0926046147942543,inf,0.0
150,2,0.11233408004045486,0.11233408004045486,inf,0.0
151,2,0.130568727850914,0.130568727850914,inf,0.0
152,2,0.19351527094841003,0.19351527094841003,inf,0.0
153,2,0.10650134086608887,0.10650134086608887,inf,0.0
154,2,0.14278066158294678,0.14278066158294678,inf,0.0
155,2,0.10461479425430298,0.10461479425430298,inf,0.0
156,2,0.13526199758052826,0.13526199758052826,inf,0.0
157,2,0.16325993835926056,0.16325993835926056,inf,0.0
158,2,0.1360975056886673,0.1360975056886673,inf,0.0
159,2,0.14328143000602722,0.14328143000602722,inf,0.0
160,2,0.13161127269268036,0.13161127269268036,inf,0.0
161,2,0.12978526949882507,0.12978526949882507,inf,0.0
162,2,0.11060353368520737,0.11060353368520737,inf,0.0
163,2,0.0909554585814476,0.0909554585814476,inf,0.0
164,2,0.14770591259002686,0.14770591259002686,inf,0.0
165,2,0.17457404732704163,0.17457404732704163,inf,0.0
166,2,0.12188118696212769,0.12188118696212769,inf,0.0
167,2,0.11708292365074158,0.11708292365074158,inf,0.0
168,2,0.12997472286224365,0.12997472286224365,inf,0.0
169,2,0.09194789826869965,0.09194789826869965,inf,0.0
170,2,0.14199131727218628,0.14199131727218628,inf,0.0
171,2,0.1348663568496704,0.1348663568496704,inf,0.0
172,2,0.10544707626104355,0.10544707626104355,inf,0.0
173,2,0.1177099421620369,0.1177099421620369,inf,0.0
174,2,0.10901817679405212,0.10901817679405212,inf,0.0
